index,Country/Region,Day,Confirmed,Deaths,Recovered,Active Cases,Cases,Death Rate,Recovery Rate,New Deaths,New Recovered,New Cases,New Case Rate,New Death Rate
8112,Somalia,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-17.0,-0.5853658536585367,-1.0
9303,Ukraine,2,6.0,2.0,0.0,4.0,6.0,0.3333333333333333,0.0,2.0,0.0,5.0,-1.2941176470588236,inf
2576,Diamond Princess,2,712.0,10.0,597.0,105.0,115.0,0.014044943820224719,0.8384831460674157,8.0,597.0,706.0,140.2,3.0
173,Andorra,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-10.0,-596.0,-711.0,-2.007082152974504,-2.25
2620,Djibouti,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0
8749,Tajikistan,2,76.0,2.0,0.0,74.0,76.0,0.02631578947368421,0.0,2.0,0.0,73.0,35.5,inf
3681,Grenada,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.0,0.0,-75.0,-2.0273972602739727,-2.0
635,Bahamas,2,5.0,0.0,1.0,4.0,4.0,0.0,0.2,0.0,1.0,4.0,-1.0533333333333332,-1.0
4338,Iran,2,46.0,9.0,0.0,37.0,46.0,0.1956521739130435,0.0,9.0,0.0,36.0,-10.0,inf
6513,Nicaragua,2,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-9.0,0.0,-44.0,-2.2222222222222223,-2.0
4409,Iraq,2,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,-1.0681818181818181,-1.0
6892,Panama,2,38.0,2.0,0.0,36.0,38.0,0.05263157894736842,0.0,2.0,0.0,37.0,-38.0,inf
4851,Kazakhstan,2,9.0,0.0,0.0,9.0,9.0,0.0,0.0,-2.0,0.0,-29.0,-1.7837837837837838,-2.0
6822,Others,2,270.0,0.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,261.0,-10.0,-1.0
1346,Bulgaria,2,37.0,3.0,0.0,34.0,37.0,0.08108108108108109,0.0,3.0,0.0,-233.0,-1.89272030651341,inf
4996,Kosovo,2,86.0,1.0,1.0,84.0,85.0,0.011627906976744186,0.011627906976744186,-2.0,1.0,49.0,-1.2103004291845494,-1.6666666666666665
112,Algeria,2,5.0,0.0,0.0,5.0,5.0,0.0,0.0,-1.0,-1.0,-81.0,-2.6530612244897958,-0.5
4949,"Korea, South",2,9037.0,120.0,3507.0,5410.0,5530.0,0.01327874294566781,0.38807126258714175,120.0,3507.0,9032.0,-112.50617283950618,-121.0
5139,Laos,2,6.0,0.0,0.0,6.0,6.0,0.0,0.0,-120.0,-3507.0,-9031.0,-1.99988928255093,-2.0
228,Angola,2,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-4.0,-0.9995570811648765,-1.0
3733,Guatemala,2,12.0,2.0,0.0,10.0,12.0,0.16666666666666666,0.0,2.0,0.0,-12.0,-1.6666666666666665,inf
7931,Singapore,2,3.0,0.0,0.0,3.0,3.0,0.0,0.0,-2.0,0.0,-9.0,-0.25,-2.0
5335,Libya,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,-0.7777777777777778,-1.0
3880,Guyana,2,8.0,2.0,0.0,6.0,8.0,0.25,0.0,2.0,0.0,6.0,5.0,inf
